name,budget,placeType,travelers,duration,description,latitude,longitude
Munnar,2160,Nature,Solo,3,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,10.0416,77.0375
Angkor Wat 1,1600,Historical,Family,7,A destination full of ancient sites and local history. Comfortable for family travel.,13.4592,103.9029
Hawaii 3,2432,Beach,Couple,4,"Ideal for swimming, resorts and coastal relaxation. Great for romantic trips.",19.5797,-155.4503
Vienna,2352,City,Friends,4,A fast-paced city with iconic landmarks and great transit. Fun for group travel and activities.,48.2322,16.4182
Zanzibar,3376,Beach,Solo,7,A relaxing escape with clear waters and sunny beaches. Good for independent travel.,-6.1287,39.3013
Chicago Central,1690,City,Friends,6,A fast-paced city with iconic landmarks and great transit. Fun for group travel and activities.,41.8769,-87.5797
Athens,624,Historical,Family,6,A destination full of ancient sites and local history. Comfortable for family travel.,33.9342,-83.3955
Paris,3759,City,Family,4,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",48.8733,2.3369
Bukhara Central,947,Historical,Couple,6,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",39.8062,64.3869
Rome,1624,Historical,Couple,3,A destination full of ancient sites and local history. Great for romantic trips.,41.942,12.487
Andes North,2897,Mountains,Couple,6,"Great for hiking, cool weather and scenic viewpoints. Great for romantic trips.",5.6764,-75.8765
Mauritius,1047,Beach,Friends,8,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",-20.2951,57.6112
London,2524,City,Friends,7,"Perfect for sightseeing, culture and modern attractions. Fun for group travel and activities.",51.5418,-0.1688
Manali South,2703,Mountains,Friends,9,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",32.2531,77.1654
Petra,1041,Historical,Solo,8,A destination full of ancient sites and local history. Good for independent travel.,30.3671,35.4677
Costa Rica West,713,Nature,Couple,8,"Ideal for eco-tourism, adventure and open spaces. Great for romantic trips.",10.2573,-84.0778
Patagonia 3,1038,Mountains,Friends,8,"Great for hiking, cool weather and scenic viewpoints. Fun for group travel and activities.",31.5635,-110.7326
Cancun West,3158,Beach,Solo,6,A scenic beach getaway with water sports and sunsets. Good for independent travel.,21.1085,-86.8427
Madrid,1572,City,Couple,11,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",40.4125,-3.7385
Athens 1,1387,Historical,Family,3,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",33.9591,-83.3433
Edinburgh,2357,City,Solo,8,"A lively urban destination with food, shopping and nightlife. Good for independent travel.",55.9413,-3.1617
Andes,951,Mountains,Friends,8,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,5.691,-75.8754
Mount Fuji,2412,Mountains,Family,5,"Great for hiking, cool weather and scenic viewpoints. Comfortable for family travel.",35.3883,138.7273
Tokyo 5,1668,City,Family,6,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",35.6605,139.7331
Machu Picchu,2612,Historical,Family,4,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",-13.1554,-72.5456
Kuala Lumpur 9,2156,City,Couple,7,"Perfect for sightseeing, culture and modern attractions. Great for romantic trips.",3.177,101.652
Cancun,5786,Beach,Couple,9,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,21.1253,-86.8132
Kerala,2902,Nature,Solo,6,"A nature-rich trip with forests, wildlife and calm landscapes. Good for independent travel.",10.3977,76.4923
Slovenia,1734,Nature,Family,10,"A nature-rich trip with forests, wildlife and calm landscapes. Comfortable for family travel.",46.0947,14.8646
Seychelles,5509,Beach,Friends,7,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",-4.6921,55.4727
Zurich 9,1077,City,Friends,9,"A lively urban destination with food, shopping and nightlife. Fun for group travel and activities.",47.3302,8.5405
Tulum,2056,Beach,Family,7,A scenic beach getaway with water sports and sunsets. Comfortable for family travel.,20.4499,-87.6914
Bukhara 7,1277,Historical,Solo,5,A destination full of ancient sites and local history. Good for independent travel.,39.7473,64.39
Jaipur 3,1447,Historical,Family,3,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",26.9235,75.7732
Costa Rica,2563,Nature,Friends,11,"Ideal for eco-tourism, adventure and open spaces. Fun for group travel and activities.",10.2783,-84.061
Kodaikanal,1400,Mountains,Solo,5,A mountain retreat with fresh air and adventure activities. Good for independent travel.,10.2066,77.5322
Hong Kong,1937,City,Couple,4,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",22.3154,114.1721
Kerala,3156,Nature,Solo,8,"A nature-rich trip with forests, wildlife and calm landscapes. Good for independent travel.",10.4007,76.5208
Canada Wilderness,2172,Nature,Couple,12,A scenic destination for nature lovers and outdoor activities. Great for romantic trips.,51.1664,-115.5824
Dublin,1698,City,Family,6,A fast-paced city with iconic landmarks and great transit. Comfortable for family travel.,53.3179,-6.2469
Kerala,3178,Nature,Friends,7,"Ideal for eco-tourism, adventure and open spaces. Fun for group travel and activities.",10.3768,76.5005
Sri Lanka Coast,2670,Beach,Family,9,A scenic beach getaway with water sports and sunsets. Comfortable for family travel.,5.9891,80.4153
Ephesus West,2562,Historical,Couple,2,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",37.9676,27.3279
Seychelles,2477,Beach,Friends,7,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,-4.6835,55.4261
Jaipur,884,Historical,Couple,3,A destination full of ancient sites and local history. Great for romantic trips.,26.9639,75.822
Kyoto North,648,Historical,Couple,6,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",34.9784,135.7631
Dublin,3927,City,Solo,12,"A lively urban destination with food, shopping and nightlife. Good for independent travel.",53.3882,-6.2727
